ExceptionID,ExceptionDate,Process,ExceptionType,Severity,ReferenceID,Description,Status
EXC000753,2025-09-23,Delivery,OTIF Failure,Medium,DLV800000905,Delivery failed on-time-in-full requirement,Open
EXC000754,2025-02-20,Delivery,OTIF Failure,Medium,DLV800000906,Delivery failed on-time-in-full requirement,Open
EXC000755,2026-02-10,Delivery,OTIF Failure,High,DLV800000907,Delivery failed on-time-in-full requirement,Open
EXC000756,2025-10-05,Delivery,OTIF Failure,High,DLV800000908,Delivery failed on-time-in-full requirement,Open
EXC000757,2025-06-11,Delivery,OTIF Failure,High,DLV800000910,Delivery failed on-time-in-full requirement,Open
EXC000758,2025-04-07,Delivery,OTIF Failure,Medium,DLV800000916,Delivery failed on-time-in-full requirement,Open
EXC000759,2026-03-11,Delivery,OTIF Failure,Medium,DLV800000919,Delivery failed on-time-in-full requirement,Open
EXC000760,2026-01-02,Delivery,OTIF Failure,Medium,DLV800000922,Delivery failed on-time-in-full requirement,Open
EXC000761,2025-04-08,Delivery,OTIF Failure,High,DLV800000930,Delivery failed on-time-in-full requirement,Open
EXC000762,2025-11-14,Delivery,OTIF Failure,High,DLV800000931,Delivery failed on-time-in-full requirement,Open
EXC000763,2026-03-07,Delivery,OTIF Failure,High,DLV800000934,Delivery failed on-time-in-full requirement,Open
EXC000764,2025-10-02,Delivery,OTIF Failure,Medium,DLV800000937,Delivery failed on-time-in-full requirement,Open
EXC000765,2025-02-19,Delivery,OTIF Failure,Medium,DLV800000945,Delivery failed on-time-in-full requirement,Open
EXC000766,2025-12-07,Delivery,OTIF Failure,Medium,DLV800000946,Delivery failed on-time-in-full requirement,Open
EXC000767,2026-03-10,Delivery,OTIF Failure,Medium,DLV800000949,Delivery failed on-time-in-full requirement,Open
EXC000768,2026-05-17,Delivery,OTIF Failure,Medium,DLV800000951,Delivery failed on-time-in-full requirement,Open
EXC000769,2026-03-24,Delivery,OTIF Failure,Medium,DLV800000953,Delivery failed on-time-in-full requirement,Open
EXC000770,2025-03-16,Delivery,OTIF Failure,Medium,DLV800000957,Delivery failed on-time-in-full requirement,Open
EXC000771,2026-03-03,Delivery,OTIF Failure,Medium,DLV800000958,Delivery failed on-time-in-full requirement,Open
EXC000772,2025-02-20,Delivery,OTIF Failure,Medium,DLV800000959,Delivery failed on-time-in-full requirement,Open
EXC000773,2026-06-10,Delivery,OTIF Failure,Medium,DLV800000962,Delivery failed on-time-in-full requirement,Open
EXC000774,2025-11-17,Delivery,OTIF Failure,High,DLV800000966,Delivery failed on-time-in-full requirement,Open
EXC000775,2026-04-02,Delivery,OTIF Failure,Medium,DLV800000973,Delivery failed on-time-in-full requirement,Open
EXC000776,2025-10-05,Delivery,OTIF Failure,Medium,DLV800000976,Delivery failed on-time-in-full requirement,Open
EXC000777,2025-09-09,Delivery,OTIF Failure,High,DLV800000978,Delivery failed on-time-in-full requirement,Open
EXC000778,2025-11-15,Delivery,OTIF Failure,Medium,DLV800000980,Delivery failed on-time-in-full requirement,Open
EXC000779,2025-01-23,Delivery,OTIF Failure,Medium,DLV800000981,Delivery failed on-time-in-full requirement,Open
EXC000780,2025-06-21,Delivery,OTIF Failure,Medium,DLV800000984,Delivery failed on-time-in-full requirement,Open
EXC000781,2025-11-16,Delivery,OTIF Failure,High,DLV800000985,Delivery failed on-time-in-full requirement,Open
EXC000782,2025-08-11,Delivery,OTIF Failure,Medium,DLV800000988,Delivery failed on-time-in-full requirement,Open
EXC000783,2026-03-31,Delivery,OTIF Failure,Medium,DLV800000990,Delivery failed on-time-in-full requirement,Open
EXC000784,2025-02-18,Delivery,OTIF Failure,Medium,DLV800000991,Delivery failed on-time-in-full requirement,Open
EXC000785,2026-04-24,Delivery,OTIF Failure,Medium,DLV800000994,Delivery failed on-time-in-full requirement,Open
EXC000786,2025-09-11,Delivery,OTIF Failure,Medium,DLV800000997,Delivery failed on-time-in-full requirement,Open
EXC000787,2026-06-07,Delivery,OTIF Failure,Medium,DLV800000998,Delivery failed on-time-in-full requirement,Open
EXC000788,2025-03-27,Delivery,OTIF Failure,Medium,DLV800000999,Delivery failed on-time-in-full requirement,Open
EXC000789,2026-04-11,Delivery,OTIF Failure,Medium,DLV800001004,Delivery failed on-time-in-full requirement,Open
EXC000790,2025-08-28,Delivery,OTIF Failure,Medium,DLV800001005,Delivery failed on-time-in-full requirement,Open
EXC000791,2026-06-02,Delivery,OTIF Failure,High,DLV800001006,Delivery failed on-time-in-full requirement,Open
EXC000792,2025-08-11,Delivery,OTIF Failure,Medium,DLV800001007,Delivery failed on-time-in-full requirement,Open
EXC000793,2026-04-19,Delivery,OTIF Failure,Medium,DLV800001009,Delivery failed on-time-in-full requirement,Open
EXC000794,2025-01-12,Delivery,OTIF Failure,Medium,DLV800001010,Delivery failed on-time-in-full requirement,Open
EXC000795,2025-04-02,Delivery,OTIF Failure,High,DLV800001013,Delivery failed on-time-in-full requirement,Open
EXC000796,2025-07-16,Delivery,OTIF Failure,Medium,DLV800001016,Delivery failed on-time-in-full requirement,Open
EXC000797,2026-01-09,Delivery,OTIF Failure,High,DLV800001018,Delivery failed on-time-in-full requirement,Open
EXC000798,2025-02-01,Delivery,OTIF Failure,Medium,DLV800001019,Delivery failed on-time-in-full requirement,Open
EXC000799,2025-05-14,Delivery,OTIF Failure,Medium,DLV800001020,Delivery failed on-time-in-full requirement,Open
EXC000800,2026-04-30,Delivery,OTIF Failure,Medium,DLV800001021,Delivery failed on-time-in-full requirement,Open
EXC000801,2025-06-14,Delivery,OTIF Failure,Medium,DLV800001024,Delivery failed on-time-in-full requirement,Open
EXC000802,2026-01-20,Delivery,OTIF Failure,High,DLV800001027,Delivery failed on-time-in-full requirement,Open
EXC000803,2025-06-08,Delivery,OTIF Failure,Medium,DLV800001028,Delivery failed on-time-in-full requirement,Open
EXC000804,2026-01-10,Delivery,OTIF Failure,Medium,DLV800001029,Delivery failed on-time-in-full requirement,Open
EXC000805,2025-03-27,Delivery,OTIF Failure,High,DLV800001034,Delivery failed on-time-in-full requirement,Open
EXC000806,2025-06-25,Delivery,OTIF Failure,High,DLV800001036,Delivery failed on-time-in-full requirement,Open
EXC000807,2025-07-27,Delivery,OTIF Failure,Medium,DLV800001044,Delivery failed on-time-in-full requirement,Open
EXC000808,2026-04-15,Delivery,OTIF Failure,Medium,DLV800001050,Delivery failed on-time-in-full requirement,Open
EXC000809,2026-01-11,Delivery,OTIF Failure,Medium,DLV800001051,Delivery failed on-time-in-full requirement,Open
EXC000810,2026-04-28,Delivery,OTIF Failure,Medium,DLV800001054,Delivery failed on-time-in-full requirement,Open
EXC000811,2026-02-25,Delivery,OTIF Failure,Medium,DLV800001055,Delivery failed on-time-in-full requirement,Open
EXC000812,2025-05-16,Delivery,OTIF Failure,Medium,DLV800001056,Delivery failed on-time-in-full requirement,Open
EXC000813,2026-01-04,Delivery,OTIF Failure,Medium,DLV800001057,Delivery failed on-time-in-full requirement,Open
EXC000814,2025-08-02,Delivery,OTIF Failure,Medium,DLV800001059,Delivery failed on-time-in-full requirement,Open
EXC000815,2025-12-29,Delivery,OTIF Failure,Medium,DLV800001060,Delivery failed on-time-in-full requirement,Open
EXC000816,2025-07-01,Delivery,OTIF Failure,Medium,DLV800001061,Delivery failed on-time-in-full requirement,Open
EXC000817,2025-07-18,Delivery,OTIF Failure,Medium,DLV800001062,Delivery failed on-time-in-full requirement,Open
EXC000818,2025-09-28,Delivery,OTIF Failure,Medium,DLV800001064,Delivery failed on-time-in-full requirement,Open
EXC000819,2025-04-14,Delivery,OTIF Failure,Medium,DLV800001065,Delivery failed on-time-in-full requirement,Open
EXC000820,2025-01-30,Delivery,OTIF Failure,High,DLV800001069,Delivery failed on-time-in-full requirement,Open
EXC000821,2026-03-06,Delivery,OTIF Failure,High,DLV800001072,Delivery failed on-time-in-full requirement,Open
EXC000822,2025-06-19,Delivery,OTIF Failure,Medium,DLV800001075,Delivery failed on-time-in-full requirement,Open
EXC000823,2026-05-13,Delivery,OTIF Failure,Medium,DLV800001081,Delivery failed on-time-in-full requirement,Open
EXC000824,2026-04-08,Delivery,OTIF Failure,Medium,DLV800001083,Delivery failed on-time-in-full requirement,Open
EXC000825,2026-01-31,Delivery,OTIF Failure,Medium,DLV800001087,Delivery failed on-time-in-full requirement,Open
EXC000826,2025-02-08,Delivery,OTIF Failure,Medium,DLV800001088,Delivery failed on-time-in-full requirement,Open
EXC000827,2026-03-15,Delivery,OTIF Failure,High,DLV800001092,Delivery failed on-time-in-full requirement,Open
EXC000828,2025-08-31,Delivery,OTIF Failure,High,DLV800001094,Delivery failed on-time-in-full requirement,Open
EXC000829,2026-04-16,Delivery,OTIF Failure,High,DLV800001096,Delivery failed on-time-in-full requirement,Open
EXC000830,2026-01-16,Delivery,OTIF Failure,Medium,DLV800001100,Delivery failed on-time-in-full requirement,Open
EXC000831,2025-06-04,Delivery,OTIF Failure,Medium,DLV800001102,Delivery failed on-time-in-full requirement,Open
EXC000832,2026-02-19,Delivery,OTIF Failure,Medium,DLV800001105,Delivery failed on-time-in-full requirement,Open
EXC000833,2026-03-06,Delivery,OTIF Failure,High,DLV800001106,Delivery failed on-time-in-full requirement,Open
EXC000834,2025-03-26,Delivery,OTIF Failure,Medium,DLV800001107,Delivery failed on-time-in-full requirement,Open
EXC000835,2025-06-20,Delivery,OTIF Failure,Medium,DLV800001111,Delivery failed on-time-in-full requirement,Open
EXC000836,2026-03-06,Delivery,OTIF Failure,High,DLV800001115,Delivery failed on-time-in-full requirement,Open
EXC000837,2025-11-25,Delivery,OTIF Failure,Medium,DLV800001116,Delivery failed on-time-in-full requirement,Open
EXC000838,2026-03-19,Delivery,OTIF Failure,High,DLV800001118,Delivery failed on-time-in-full requirement,Open
EXC000839,2025-06-14,Delivery,OTIF Failure,Medium,DLV800001119,Delivery failed on-time-in-full requirement,Open
EXC000840,2025-05-23,Delivery,OTIF Failure,Medium,DLV800001120,Delivery failed on-time-in-full requirement,Open
EXC000841,2025-12-28,Delivery,OTIF Failure,Medium,DLV800001121,Delivery failed on-time-in-full requirement,Open
EXC000842,2025-04-04,Delivery,OTIF Failure,Medium,DLV800001123,Delivery failed on-time-in-full requirement,Open
EXC000843,2025-02-01,Delivery,OTIF Failure,Medium,DLV800001126,Delivery failed on-time-in-full requirement,Open
EXC000844,2025-07-31,Delivery,OTIF Failure,Medium,DLV800001127,Delivery failed on-time-in-full requirement,Open
EXC000845,2025-10-22,Delivery,OTIF Failure,Medium,DLV800001128,Delivery failed on-time-in-full requirement,Open
EXC000846,2026-04-20,Delivery,OTIF Failure,Medium,DLV800001133,Delivery failed on-time-in-full requirement,Open
EXC000847,2026-06-05,Delivery,OTIF Failure,Medium,DLV800001134,Delivery failed on-time-in-full requirement,Open
EXC000848,2025-08-20,Delivery,OTIF Failure,High,DLV800001135,Delivery failed on-time-in-full requirement,Open
EXC000849,2026-05-02,Delivery,OTIF Failure,High,DLV800001137,Delivery failed on-time-in-full requirement,Open
EXC000850,2026-06-12,Delivery,OTIF Failure,Medium,DLV800001139,Delivery failed on-time-in-full requirement,Open
EXC000851,2025-12-07,Delivery,OTIF Failure,High,DLV800001141,Delivery failed on-time-in-full requirement,Open
EXC000852,2026-06-14,Delivery,OTIF Failure,Medium,DLV800001146,Delivery failed on-time-in-full requirement,Open
EXC000853,2026-03-31,Delivery,OTIF Failure,Medium,DLV800001148,Delivery failed on-time-in-full requirement,Open
EXC000854,2026-04-08,Delivery,OTIF Failure,Medium,DLV800001153,Delivery failed on-time-in-full requirement,Open
EXC000855,2025-11-30,Delivery,OTIF Failure,Medium,DLV800001155,Delivery failed on-time-in-full requirement,Open
EXC000856,2026-02-23,Delivery,OTIF Failure,Medium,DLV800001157,Delivery failed on-time-in-full requirement,Open
EXC000857,2026-01-29,Delivery,OTIF Failure,High,DLV800001159,Delivery failed on-time-in-full requirement,Open
EXC000858,2026-04-15,Delivery,OTIF Failure,Medium,DLV800001160,Delivery failed on-time-in-full requirement,Open
EXC000859,2025-02-04,Delivery,OTIF Failure,Medium,DLV800001161,Delivery failed on-time-in-full requirement,Open
EXC000860,2025-03-17,Delivery,OTIF Failure,Medium,DLV800001162,Delivery failed on-time-in-full requirement,Open
EXC000861,2025-11-29,Delivery,OTIF Failure,Medium,DLV800001164,Delivery failed on-time-in-full requirement,Open
EXC000862,2025-06-22,Delivery,OTIF Failure,Medium,DLV800001165,Delivery failed on-time-in-full requirement,Open
EXC000863,2025-02-25,Delivery,OTIF Failure,Medium,DLV800001168,Delivery failed on-time-in-full requirement,Open
EXC000864,2025-03-15,Delivery,OTIF Failure,Medium,DLV800001169,Delivery failed on-time-in-full requirement,Open
EXC000865,2025-08-25,Delivery,OTIF Failure,High,DLV800001174,Delivery failed on-time-in-full requirement,Open
EXC000866,2025-06-03,Delivery,OTIF Failure,Medium,DLV800001176,Delivery failed on-time-in-full requirement,Open
EXC000867,2025-06-27,Delivery,OTIF Failure,Medium,DLV800001177,Delivery failed on-time-in-full requirement,Open
EXC000868,2026-03-10,Delivery,OTIF Failure,Medium,DLV800001178,Delivery failed on-time-in-full requirement,Open
EXC000869,2025-06-20,Delivery,OTIF Failure,Medium,DLV800001179,Delivery failed on-time-in-full requirement,Open
EXC000870,2025-02-16,Delivery,OTIF Failure,Medium,DLV800001183,Delivery failed on-time-in-full requirement,Open
EXC000871,2025-09-19,Delivery,OTIF Failure,High,DLV800001189,Delivery failed on-time-in-full requirement,Open
EXC000872,2026-06-01,Delivery,OTIF Failure,Medium,DLV800001191,Delivery failed on-time-in-full requirement,Open
EXC000873,2025-01-11,Delivery,OTIF Failure,High,DLV800001193,Delivery failed on-time-in-full requirement,Open
EXC000874,2025-03-14,Delivery,OTIF Failure,Medium,DLV800001195,Delivery failed on-time-in-full requirement,Open
EXC000875,2025-08-10,Delivery,OTIF Failure,High,DLV800001197,Delivery failed on-time-in-full requirement,Open
EXC000876,2025-06-18,Delivery,OTIF Failure,High,DLV800001202,Delivery failed on-time-in-full requirement,Open
EXC000877,2025-05-26,Delivery,OTIF Failure,High,DLV800001204,Delivery failed on-time-in-full requirement,Open
EXC000878,2026-03-09,Delivery,OTIF Failure,Medium,DLV800001210,Delivery failed on-time-in-full requirement,Open
EXC000879,2026-03-26,Delivery,OTIF Failure,Medium,DLV800001212,Delivery failed on-time-in-full requirement,Open
EXC000880,2025-02-02,Delivery,OTIF Failure,Medium,DLV800001213,Delivery failed on-time-in-full requirement,Open
EXC000881,2026-06-02,Delivery,OTIF Failure,Medium,DLV800001214,Delivery failed on-time-in-full requirement,Open
EXC000882,2026-05-22,Delivery,OTIF Failure,Medium,DLV800001217,Delivery failed on-time-in-full requirement,Open
EXC000883,2025-03-14,Delivery,OTIF Failure,Medium,DLV800001228,Delivery failed on-time-in-full requirement,Open
EXC000884,2025-03-14,Delivery,OTIF Failure,Medium,DLV800001229,Delivery failed on-time-in-full requirement,Open
EXC000885,2025-11-06,Delivery,OTIF Failure,Medium,DLV800001230,Delivery failed on-time-in-full requirement,Open
EXC000886,2025-11-25,Delivery,OTIF Failure,Medium,DLV800001231,Delivery failed on-time-in-full requirement,Open
EXC000887,2026-05-03,Delivery,OTIF Failure,Medium,DLV800001232,Delivery failed on-time-in-full requirement,Open
EXC000888,2026-04-03,Delivery,OTIF Failure,High,DLV800001234,Delivery failed on-time-in-full requirement,Open
EXC000889,2025-09-13,Delivery,OTIF Failure,High,DLV800001235,Delivery failed on-time-in-full requirement,Open
EXC000890,2025-03-10,Delivery,OTIF Failure,Medium,DLV800001236,Delivery failed on-time-in-full requirement,Open
EXC000891,2025-07-20,Delivery,OTIF Failure,High,DLV800001237,Delivery failed on-time-in-full requirement,Open
EXC000892,2025-11-25,Delivery,OTIF Failure,High,DLV800001246,Delivery failed on-time-in-full requirement,Open
EXC000893,2025-10-29,Delivery,OTIF Failure,Medium,DLV800001252,Delivery failed on-time-in-full requirement,Open
EXC000894,2025-03-09,Delivery,OTIF Failure,Medium,DLV800001259,Delivery failed on-time-in-full requirement,Open
EXC000895,2026-03-04,Delivery,OTIF Failure,Medium,DLV800001260,Delivery failed on-time-in-full requirement,Open
EXC000896,2025-07-10,Delivery,OTIF Failure,Medium,DLV800001262,Delivery failed on-time-in-full requirement,Open
EXC000897,2025-03-04,Delivery,OTIF Failure,Medium,DLV800001264,Delivery failed on-time-in-full requirement,Open
EXC000898,2026-04-29,Delivery,OTIF Failure,Medium,DLV800001266,Delivery failed on-time-in-full requirement,Open
EXC000899,2025-10-04,Delivery,OTIF Failure,Medium,DLV800001269,Delivery failed on-time-in-full requirement,Open
EXC000900,2025-07-10,Delivery,OTIF Failure,Medium,DLV800001276,Delivery failed on-time-in-full requirement,Open
EXC000901,2025-11-28,Delivery,OTIF Failure,Medium,DLV800001281,Delivery failed on-time-in-full requirement,Open
EXC000902,2025-05-20,Delivery,OTIF Failure,High,DLV800001282,Delivery failed on-time-in-full requirement,Open
EXC000903,2025-02-01,Delivery,OTIF Failure,Medium,DLV800001284,Delivery failed on-time-in-full requirement,Open
EXC000904,2025-08-18,Delivery,OTIF Failure,Medium,DLV800001285,Delivery failed on-time-in-full requirement,Open
EXC000905,2026-03-30,Delivery,OTIF Failure,Medium,DLV800001287,Delivery failed on-time-in-full requirement,Open
EXC000906,2025-06-22,Delivery,OTIF Failure,Medium,DLV800001290,Delivery failed on-time-in-full requirement,Open
EXC000907,2025-08-14,Delivery,OTIF Failure,High,DLV800001291,Delivery failed on-time-in-full requirement,Open
EXC000908,2026-03-07,Delivery,OTIF Failure,High,DLV800001294,Delivery failed on-time-in-full requirement,Open
EXC000909,2026-06-04,Delivery,OTIF Failure,High,DLV800001297,Delivery failed on-time-in-full requirement,Open
EXC000910,2025-03-14,Delivery,OTIF Failure,Medium,DLV800001303,Delivery failed on-time-in-full requirement,Open
EXC000911,2025-01-13,Delivery,OTIF Failure,Medium,DLV800001305,Delivery failed on-time-in-full requirement,Open
EXC000912,2025-08-17,Delivery,OTIF Failure,Medium,DLV800001307,Delivery failed on-time-in-full requirement,Open
EXC000913,2025-08-24,Delivery,OTIF Failure,Medium,DLV800001313,Delivery failed on-time-in-full requirement,Open
EXC000914,2026-02-02,Delivery,OTIF Failure,Medium,DLV800001315,Delivery failed on-time-in-full requirement,Open
EXC000915,2025-03-19,Delivery,OTIF Failure,Medium,DLV800001317,Delivery failed on-time-in-full requirement,Open
EXC000916,2026-02-18,Delivery,OTIF Failure,Medium,DLV800001318,Delivery failed on-time-in-full requirement,Open
EXC000917,2025-12-24,Delivery,OTIF Failure,Medium,DLV800001319,Delivery failed on-time-in-full requirement,Open
EXC000918,2025-04-14,Delivery,OTIF Failure,High,DLV800001321,Delivery failed on-time-in-full requirement,Open
EXC000919,2025-11-27,Delivery,OTIF Failure,High,DLV800001322,Delivery failed on-time-in-full requirement,Open
EXC000920,2025-02-18,Delivery,OTIF Failure,Medium,DLV800001324,Delivery failed on-time-in-full requirement,Open
EXC000921,2026-06-21,Delivery,OTIF Failure,Medium,DLV800001326,Delivery failed on-time-in-full requirement,Open
EXC000922,2026-05-21,Delivery,OTIF Failure,Medium,DLV800001331,Delivery failed on-time-in-full requirement,Open
EXC000923,2026-03-02,Delivery,OTIF Failure,High,DLV800001332,Delivery failed on-time-in-full requirement,Open
EXC000924,2025-04-30,Delivery,OTIF Failure,Medium,DLV800001334,Delivery failed on-time-in-full requirement,Open
EXC000925,2025-12-27,Delivery,OTIF Failure,Medium,DLV800001339,Delivery failed on-time-in-full requirement,Open
EXC000926,2026-04-08,Delivery,OTIF Failure,Medium,DLV800001340,Delivery failed on-time-in-full requirement,Open
EXC000927,2026-04-17,Delivery,OTIF Failure,Medium,DLV800001345,Delivery failed on-time-in-full requirement,Open
EXC000928,2026-01-11,Delivery,OTIF Failure,High,DLV800001348,Delivery failed on-time-in-full requirement,Open
EXC000929,2026-06-25,Delivery,OTIF Failure,High,DLV800001350,Delivery failed on-time-in-full requirement,Open
EXC000930,2025-07-23,Delivery,OTIF Failure,Medium,DLV800001353,Delivery failed on-time-in-full requirement,Open
EXC000931,2026-01-11,Delivery,OTIF Failure,Medium,DLV800001354,Delivery failed on-time-in-full requirement,Open
EXC000932,2025-04-29,Delivery,OTIF Failure,Medium,DLV800001356,Delivery failed on-time-in-full requirement,Open
EXC000933,2025-07-31,Delivery,OTIF Failure,High,DLV800001357,Delivery failed on-time-in-full requirement,Open
EXC000934,2026-02-09,Delivery,OTIF Failure,Medium,DLV800001358,Delivery failed on-time-in-full requirement,Open
EXC000935,2025-07-06,Delivery,OTIF Failure,Medium,DLV800001360,Delivery failed on-time-in-full requirement,Open
EXC000936,2025-10-02,Delivery,OTIF Failure,Medium,DLV800001361,Delivery failed on-time-in-full requirement,Open
EXC000937,2026-03-01,Delivery,OTIF Failure,Medium,DLV800001363,Delivery failed on-time-in-full requirement,Open
EXC000938,2026-02-26,Delivery,OTIF Failure,Medium,DLV800001365,Delivery failed on-time-in-full requirement,Open
EXC000939,2025-09-29,Delivery,OTIF Failure,Medium,DLV800001366,Delivery failed on-time-in-full requirement,Open
EXC000940,2025-01-07,Delivery,OTIF Failure,Medium,DLV800001368,Delivery failed on-time-in-full requirement,Open
EXC000941,2025-05-05,Delivery,OTIF Failure,Medium,DLV800001370,Delivery failed on-time-in-full requirement,Open
EXC000942,2025-08-08,Delivery,OTIF Failure,High,DLV800001371,Delivery failed on-time-in-full requirement,Open
EXC000943,2026-03-15,Delivery,OTIF Failure,Medium,DLV800001373,Delivery failed on-time-in-full requirement,Open
EXC000944,2025-07-22,Delivery,OTIF Failure,Medium,DLV800001376,Delivery failed on-time-in-full requirement,Open
EXC000945,2026-04-25,Delivery,OTIF Failure,Medium,DLV800001378,Delivery failed on-time-in-full requirement,Open
EXC000946,2025-07-07,Delivery,OTIF Failure,Medium,DLV800001379,Delivery failed on-time-in-full requirement,Open
EXC000947,2025-02-21,Delivery,OTIF Failure,High,DLV800001381,Delivery failed on-time-in-full requirement,Open
EXC000948,2026-06-04,Delivery,OTIF Failure,Medium,DLV800001384,Delivery failed on-time-in-full requirement,Open
EXC000949,2025-08-16,Delivery,OTIF Failure,High,DLV800001387,Delivery failed on-time-in-full requirement,Open
EXC000950,2025-02-26,Delivery,OTIF Failure,Medium,DLV800001390,Delivery failed on-time-in-full requirement,Open
EXC000951,2026-06-14,Delivery,OTIF Failure,Medium,DLV800001391,Delivery failed on-time-in-full requirement,Open
EXC000952,2025-12-05,Delivery,OTIF Failure,Medium,DLV800001398,Delivery failed on-time-in-full requirement,Open
EXC000953,2025-05-02,Delivery,OTIF Failure,Medium,DLV800001399,Delivery failed on-time-in-full requirement,Open
EXC000954,2025-07-07,Transportation,High Freight Cost,Medium,SHP900000003,Freight cost exceeds portfolio threshold,Open
EXC000955,2025-01-24,Transportation,High Freight Cost,Medium,SHP900000020,Freight cost exceeds portfolio threshold,Open
EXC000956,2025-10-31,Transportation,High Freight Cost,Medium,SHP900000022,Freight cost exceeds portfolio threshold,Open
EXC000957,2025-06-11,Transportation,High Freight Cost,Medium,SHP900000061,Freight cost exceeds portfolio threshold,Open
EXC000958,2025-10-18,Transportation,High Freight Cost,Medium,SHP900000107,Freight cost exceeds portfolio threshold,Open
EXC000959,2025-08-17,Transportation,High Freight Cost,Medium,SHP900000119,Freight cost exceeds portfolio threshold,Open
EXC000960,2025-12-09,Transportation,High Freight Cost,Medium,SHP900000126,Freight cost exceeds portfolio threshold,Open
EXC000961,2025-11-17,Transportation,High Freight Cost,Medium,SHP900000167,Freight cost exceeds portfolio threshold,Open
EXC000962,2026-03-05,Transportation,High Freight Cost,Medium,SHP900000177,Freight cost exceeds portfolio threshold,Open
EXC000963,2026-06-10,Transportation,High Freight Cost,Medium,SHP900000199,Freight cost exceeds portfolio threshold,Open
EXC000964,2026-01-08,Transportation,High Freight Cost,Medium,SHP900000229,Freight cost exceeds portfolio threshold,Open
EXC000965,2026-04-10,Transportation,High Freight Cost,Medium,SHP900000259,Freight cost exceeds portfolio threshold,Open
EXC000966,2025-12-08,Transportation,High Freight Cost,Medium,SHP900000284,Freight cost exceeds portfolio threshold,Open
EXC000967,2025-11-08,Transportation,High Freight Cost,Medium,SHP900000307,Freight cost exceeds portfolio threshold,Open
EXC000968,2026-04-04,Transportation,High Freight Cost,Medium,SHP900000323,Freight cost exceeds portfolio threshold,Open
EXC000969,2025-06-15,Transportation,High Freight Cost,Medium,SHP900000334,Freight cost exceeds portfolio threshold,Open
EXC000970,2025-03-20,Transportation,High Freight Cost,Medium,SHP900000338,Freight cost exceeds portfolio threshold,Open
EXC000971,2025-01-15,Transportation,High Freight Cost,Medium,SHP900000383,Freight cost exceeds portfolio threshold,Open
EXC000972,2025-01-28,Transportation,High Freight Cost,Medium,SHP900000388,Freight cost exceeds portfolio threshold,Open
EXC000973,2025-08-17,Transportation,High Freight Cost,Medium,SHP900000439,Freight cost exceeds portfolio threshold,Open
EXC000974,2025-02-14,Transportation,High Freight Cost,Medium,SHP900000461,Freight cost exceeds portfolio threshold,Open
EXC000975,2025-01-09,Transportation,High Freight Cost,Medium,SHP900000476,Freight cost exceeds portfolio threshold,Open
EXC000976,2026-04-17,Transportation,High Freight Cost,Medium,SHP900000480,Freight cost exceeds portfolio threshold,Open
EXC000977,2025-06-07,Transportation,High Freight Cost,Medium,SHP900000484,Freight cost exceeds portfolio threshold,Open
EXC000978,2025-02-25,Transportation,High Freight Cost,Medium,SHP900000499,Freight cost exceeds portfolio threshold,Open
EXC000979,2026-03-18,Transportation,High Freight Cost,Medium,SHP900000507,Freight cost exceeds portfolio threshold,Open
EXC000980,2025-05-18,Transportation,High Freight Cost,Medium,SHP900000521,Freight cost exceeds portfolio threshold,Open
EXC000981,2026-03-06,Transportation,High Freight Cost,Medium,SHP900000538,Freight cost exceeds portfolio threshold,Open
EXC000982,2025-09-16,Transportation,High Freight Cost,Medium,SHP900000546,Freight cost exceeds portfolio threshold,Open
EXC000983,2025-10-02,Transportation,High Freight Cost,Medium,SHP900000607,Freight cost exceeds portfolio threshold,Open
EXC000984,2025-11-20,Transportation,High Freight Cost,Medium,SHP900000614,Freight cost exceeds portfolio threshold,Open
EXC000985,2025-02-15,Transportation,High Freight Cost,Medium,SHP900000620,Freight cost exceeds portfolio threshold,Open
EXC000986,2026-02-15,Transportation,High Freight Cost,Medium,SHP900000628,Freight cost exceeds portfolio threshold,Open
EXC000987,2025-01-12,Transportation,High Freight Cost,Medium,SHP900000630,Freight cost exceeds portfolio threshold,Open
EXC000988,2025-11-02,Transportation,High Freight Cost,Medium,SHP900000633,Freight cost exceeds portfolio threshold,Open
EXC000989,2026-03-03,Transportation,High Freight Cost,Medium,SHP900000652,Freight cost exceeds portfolio threshold,Open
EXC000990,2025-07-24,Transportation,High Freight Cost,Medium,SHP900000675,Freight cost exceeds portfolio threshold,Open
EXC000991,2025-04-10,Transportation,High Freight Cost,Medium,SHP900000713,Freight cost exceeds portfolio threshold,Open
EXC000992,2025-12-19,Transportation,High Freight Cost,Medium,SHP900000725,Freight cost exceeds portfolio threshold,Open
EXC000993,2025-09-30,Transportation,High Freight Cost,Medium,SHP900000772,Freight cost exceeds portfolio threshold,Open
EXC000994,2025-12-06,Transportation,High Freight Cost,Medium,SHP900000796,Freight cost exceeds portfolio threshold,Open
EXC000995,2026-05-20,Transportation,High Freight Cost,Medium,SHP900000821,Freight cost exceeds portfolio threshold,Open
EXC000996,2026-05-01,Transportation,High Freight Cost,Medium,SHP900000866,Freight cost exceeds portfolio threshold,Open
EXC000997,2026-03-05,Transportation,High Freight Cost,Medium,SHP900000949,Freight cost exceeds portfolio threshold,Open
EXC000998,2026-04-29,Transportation,High Freight Cost,Medium,SHP900000950,Freight cost exceeds portfolio threshold,Open
