ShipmentID,DeliveryID,ShipmentDate,CarrierID,CountryID,Incoterm,TransportMode,DistanceKm,WeightKg,Pallets,TransitDays,FreightCostEUR,SellerPaysFreight,OnTimeDelivery,Route
SHP900000639,DLV800000639,2025-06-23,CAR08,NL,CPT,Sea,1850,2382.9,4,7,920.82,Yes,Yes,FI-NL
SHP900000640,DLV800000640,2025-02-25,CAR03,IT,CPT,Road,2900,1250.6,3,5,1782.8,Yes,No,FI-IT
SHP900000641,DLV800000641,2025-01-04,CAR08,SE,DAP,Sea,650,6986.8,20,5,959.22,Yes,Yes,FI-SE
SHP900000642,DLV800000642,2025-03-03,CAR08,NL,DAP,Sea,1850,2109.1,3,7,816.98,Yes,Yes,FI-NL
SHP900000643,DLV800000643,2025-02-13,CAR07,DK,EXW,Sea,1000,5234.6,12,5,0.0,No,Yes,FI-DK
SHP900000644,DLV800000644,2026-03-19,CAR01,US,DAP,Road,7200,6147.1,15,12,4554.89,Yes,No,FI-US
SHP900000645,DLV800000645,2026-01-03,CAR05,NO,EXW,Air,900,1456.4,2,1,0.0,No,Yes,FI-NO
SHP900000646,DLV800000646,2026-06-05,CAR08,PL,CPT,Sea,1450,1781.0,5,6,711.67,Yes,No,FI-PL
SHP900000647,DLV800000647,2026-03-18,CAR01,US,FCA,Road,7200,5616.0,8,11,0.0,No,Yes,FI-US
SHP900000648,DLV800000648,2025-10-10,CAR03,NL,CPT,Road,1850,314.9,1,3,1305.08,Yes,Yes,FI-NL
SHP900000649,DLV800000649,2026-03-20,CAR08,US,CIP,Sea,7200,6298.5,10,24,3764.71,Yes,Yes,FI-US
SHP900000650,DLV800000650,2026-05-23,CAR03,US,CPT,Road,7200,6120.3,10,11,5450.39,Yes,Yes,FI-US
SHP900000651,DLV800000651,2025-06-10,CAR02,DE,CIP,Road,1650,5165.7,11,3,1716.61,Yes,Yes,FI-DE
SHP900000652,DLV800000652,2026-03-03,CAR05,CN,CPT,Air,7700,4907.6,10,4,20326.03,Yes,Yes,FI-CN
SHP900000653,DLV800000653,2025-03-27,CAR04,ES,CIP,Road,3500,5459.2,8,5,3073.16,Yes,Yes,FI-ES
SHP900000654,DLV800000654,2025-01-20,CAR05,NL,CPT,Air,1850,4586.7,12,1,8116.9,Yes,Yes,FI-NL
SHP900000655,DLV800000655,2025-06-23,CAR01,ES,DDP,Road,3500,2235.0,5,5,2613.47,Yes,Yes,FI-ES
SHP900000656,DLV800000656,2025-10-11,CAR08,IT,EXW,Sea,2900,2962.4,6,15,0.0,No,No,FI-IT
SHP900000657,DLV800000657,2025-02-06,CAR02,DK,DDP,Road,1000,3474.0,9,3,1144.88,Yes,No,FI-DK
SHP900000658,DLV800000658,2025-07-30,CAR07,NL,FCA,Sea,1850,6717.6,11,8,0.0,No,No,FI-NL
SHP900000659,DLV800000659,2026-02-12,CAR02,PL,FCA,Road,1450,3843.9,6,2,0.0,No,Yes,FI-PL
SHP900000660,DLV800000660,2026-06-16,CAR03,SE,DAP,Road,650,4552.5,9,1,1198.25,Yes,Yes,FI-SE
SHP900000661,DLV800000661,2025-02-14,CAR01,PL,DAP,Road,1450,1033.5,2,2,1210.99,Yes,Yes,FI-PL
SHP900000662,DLV800000662,2026-06-04,CAR05,DK,DAP,Air,1000,2962.4,6,2,4747.88,Yes,No,FI-DK
SHP900000663,DLV800000663,2025-07-12,CAR04,PL,DDP,Road,1450,5186.0,8,3,1761.48,Yes,No,FI-PL
SHP900000664,DLV800000664,2025-12-01,CAR04,US,FCA,Road,7200,915.0,2,11,0.0,No,Yes,FI-US
SHP900000665,DLV800000665,2025-10-11,CAR04,FR,CPT,Road,2400,2200.2,5,4,1736.72,Yes,Yes,FI-FR
SHP900000666,DLV800000666,2025-08-18,CAR02,FI,CIP,Road,250,2290.4,4,1,605.12,Yes,Yes,FI-FI
SHP900000667,DLV800000667,2026-03-21,CAR02,IT,DAP,Road,2900,1891.1,4,4,1849.05,Yes,Yes,FI-IT
SHP900000668,DLV800000668,2025-10-27,CAR08,PL,CIP,Sea,1450,5706.4,15,9,964.69,Yes,No,FI-PL
SHP900000669,DLV800000669,2026-05-21,CAR06,NO,CPT,Air,900,3187.5,5,1,4760.31,Yes,Yes,FI-NO
SHP900000670,DLV800000670,2025-08-27,CAR03,CN,DAP,Road,7700,2340.0,5,12,5084.67,Yes,Yes,FI-CN
SHP900000671,DLV800000671,2025-08-19,CAR03,DE,DDP,Road,1650,510.7,1,3,1207.03,Yes,Yes,FI-DE
SHP900000672,DLV800000672,2026-02-02,CAR04,IT,CIP,Road,2900,4971.9,10,8,2553.2,Yes,No,FI-IT
SHP900000673,DLV800000673,2025-03-22,CAR06,NL,CPT,Air,1850,6639.7,10,1,7632.9,Yes,Yes,FI-NL
SHP900000674,DLV800000674,2025-03-12,CAR02,US,CIP,Road,7200,4683.5,10,11,5390.67,Yes,Yes,FI-US
SHP900000675,DLV800000675,2025-07-24,CAR05,CN,DDP,Air,7700,5678.2,9,4,23516.0,Yes,Yes,FI-CN
SHP900000676,DLV800000676,2025-01-28,CAR04,DE,DDP,Road,1650,2709.8,4,3,1204.97,Yes,Yes,FI-DE
SHP900000677,DLV800000677,2026-04-15,CAR07,DK,FCA,Sea,1000,1002.7,2,6,0.0,No,No,FI-DK
SHP900000678,DLV800000678,2025-01-31,CAR04,PL,CPT,Road,1450,4307.6,8,2,1255.58,Yes,Yes,FI-PL
SHP900000679,DLV800000679,2025-08-11,CAR08,DK,DDP,Sea,1000,533.0,1,5,456.35,Yes,Yes,FI-DK
SHP900000680,DLV800000680,2025-01-23,CAR02,PL,CPT,Road,1450,6358.5,13,2,1609.11,Yes,Yes,FI-PL
SHP900000681,DLV800000681,2026-01-26,CAR01,PL,FCA,Road,1450,5482.6,12,2,0.0,No,Yes,FI-PL
SHP900000682,DLV800000682,2025-12-06,CAR07,US,DDP,Sea,7200,2648.1,4,24,3242.06,Yes,Yes,FI-US
SHP900000683,DLV800000683,2025-11-27,CAR01,DE,EXW,Road,1650,5463.0,8,9,0.0,No,No,FI-DE
SHP900000684,DLV800000684,2025-06-29,CAR07,DE,CPT,Sea,1650,6698.2,18,11,1397.22,Yes,No,FI-DE
SHP900000685,DLV800000685,2025-03-24,CAR07,DE,DAP,Sea,1650,676.8,2,7,809.73,Yes,Yes,FI-DE
SHP900000686,DLV800000686,2025-11-19,CAR08,FR,CIP,Sea,2400,3102.5,5,9,1176.49,Yes,Yes,FI-FR
SHP900000687,DLV800000687,2026-01-13,CAR04,IT,EXW,Road,2900,2204.8,4,4,0.0,No,Yes,FI-IT
SHP900000688,DLV800000688,2025-09-12,CAR02,NL,DDP,Road,1850,3416.6,6,4,1612.61,Yes,No,FI-NL
SHP900000689,DLV800000689,2026-02-15,CAR01,SE,CPT,Road,650,2863.6,5,1,938.76,Yes,Yes,FI-SE
SHP900000690,DLV800000690,2025-07-20,CAR07,NO,DAP,Sea,900,5209.0,15,7,694.52,Yes,No,FI-NO
SHP900000691,DLV800000691,2026-05-26,CAR04,NO,EXW,Road,900,1202.4,2,1,0.0,No,Yes,FI-NO
SHP900000692,DLV800000692,2025-01-24,CAR05,SE,CIP,Air,650,5177.6,9,1,4236.0,Yes,Yes,FI-SE
SHP900000693,DLV800000693,2025-07-25,CAR07,PL,DAP,Sea,1450,1647.8,2,5,649.28,Yes,Yes,FI-PL
SHP900000694,DLV800000694,2026-01-20,CAR03,US,EXW,Road,7200,5956.8,15,11,0.0,No,Yes,FI-US
SHP900000695,DLV800000695,2025-08-01,CAR05,DK,CPT,Air,1000,3633.7,5,1,4433.99,Yes,Yes,FI-DK
SHP900000696,DLV800000696,2025-09-15,CAR03,DK,FCA,Road,1000,2150.8,4,3,0.0,No,No,FI-DK
SHP900000697,DLV800000697,2026-03-14,CAR05,DE,CIP,Air,1650,409.9,1,2,5730.61,Yes,No,FI-DE
SHP900000698,DLV800000698,2026-04-28,CAR07,DK,CIP,Sea,1000,2512.8,4,5,557.13,Yes,Yes,FI-DK
SHP900000699,DLV800000699,2026-02-15,CAR03,CN,DDP,Road,7700,6724.3,14,12,4832.59,Yes,Yes,FI-CN
SHP900000700,DLV800000700,2026-02-27,CAR01,US,DAP,Road,7200,1767.0,3,11,4696.73,Yes,Yes,FI-US
SHP900000701,DLV800000701,2025-10-01,CAR05,NO,DAP,Air,900,4076.5,7,1,5833.76,Yes,Yes,FI-NO
SHP900000702,DLV800000702,2025-06-04,CAR06,NO,CIP,Air,900,749.7,1,2,2870.42,Yes,No,FI-NO
SHP900000703,DLV800000703,2025-08-15,CAR07,FR,DDP,Sea,2400,3021.3,5,9,1006.63,Yes,Yes,FI-FR
SHP900000704,DLV800000704,2025-05-28,CAR07,SE,CIP,Sea,650,5517.7,15,5,654.58,Yes,Yes,FI-SE
SHP900000705,DLV800000705,2026-06-10,CAR02,DK,EXW,Road,1000,3333.7,7,2,0.0,No,Yes,FI-DK
SHP900000706,DLV800000706,2025-01-04,CAR03,FR,DAP,Road,2400,163.1,1,5,1438.13,Yes,No,FI-FR
SHP900000707,DLV800000707,2025-05-03,CAR04,DE,FCA,Road,1650,2796.1,6,3,0.0,No,Yes,FI-DE
SHP900000708,DLV800000708,2025-06-14,CAR03,DE,DAP,Road,1650,4197.0,8,3,1702.35,Yes,Yes,FI-DE
SHP900000709,DLV800000709,2026-02-04,CAR05,ES,EXW,Air,3500,4926.5,10,2,0.0,No,Yes,FI-ES
SHP900000710,DLV800000710,2026-02-20,CAR08,DE,EXW,Sea,1650,1552.6,4,8,0.0,No,No,FI-DE
SHP900000711,DLV800000711,2026-02-02,CAR01,SE,EXW,Road,650,3986.8,9,1,0.0,No,Yes,FI-SE
SHP900000712,DLV800000712,2025-03-23,CAR01,ES,DAP,Road,3500,2952.3,6,5,2711.27,Yes,Yes,FI-ES
SHP900000713,DLV800000713,2025-04-10,CAR05,US,DAP,Air,7200,3470.6,8,4,17722.46,Yes,Yes,FI-US
SHP900000714,DLV800000714,2025-01-08,CAR02,DE,FCA,Road,1650,6258.6,17,3,0.0,No,Yes,FI-DE
SHP900000715,DLV800000715,2025-04-28,CAR07,IT,DAP,Sea,2900,1747.7,4,10,1481.48,Yes,No,FI-IT
SHP900000716,DLV800000716,2025-12-01,CAR05,DK,CPT,Air,1000,2995.5,5,1,4854.54,Yes,Yes,FI-DK
SHP900000717,DLV800000717,2025-04-11,CAR02,US,CIP,Road,7200,719.2,1,18,3667.36,Yes,No,FI-US
SHP900000718,DLV800000718,2025-05-18,CAR02,FR,FCA,Road,2400,4693.0,13,4,0.0,No,Yes,FI-FR
SHP900000719,DLV800000719,2025-05-01,CAR02,IT,CPT,Road,2900,6539.2,17,5,2937.91,Yes,No,FI-IT
SHP900000720,DLV800000720,2026-06-04,CAR07,DK,CPT,Sea,1000,3892.1,6,5,637.92,Yes,Yes,FI-DK
SHP900000721,DLV800000721,2025-04-20,CAR08,US,CPT,Sea,7200,2458.0,4,24,2492.94,Yes,Yes,FI-US
SHP900000722,DLV800000722,2025-08-09,CAR02,DK,DAP,Road,1000,3848.6,6,3,1095.61,Yes,No,FI-DK
SHP900000723,DLV800000723,2026-05-21,CAR03,NL,DAP,Road,1850,5053.0,14,3,1914.16,Yes,Yes,FI-NL
SHP900000724,DLV800000724,2025-12-30,CAR05,ES,CPT,Air,3500,6868.7,19,2,11453.73,Yes,Yes,FI-ES
SHP900000725,DLV800000725,2025-12-19,CAR06,US,CIP,Air,7200,3154.3,5,4,20253.72,Yes,Yes,FI-US
SHP900000726,DLV800000726,2026-01-02,CAR07,PL,FCA,Sea,1450,4653.5,12,5,0.0,No,Yes,FI-PL
SHP900000727,DLV800000727,2025-08-15,CAR05,US,FCA,Air,7200,1846.9,3,11,0.0,No,No,FI-US
SHP900000728,DLV800000728,2025-04-15,CAR08,IT,DAP,Sea,2900,1925.4,3,10,1411.53,Yes,No,FI-IT
SHP900000729,DLV800000729,2025-01-04,CAR03,FR,CPT,Road,2400,6095.2,10,4,1952.12,Yes,Yes,FI-FR
SHP900000730,DLV800000730,2025-06-05,CAR03,NO,EXW,Road,900,1372.5,2,1,0.0,No,Yes,FI-NO
SHP900000731,DLV800000731,2025-10-06,CAR05,ES,EXW,Air,3500,2630.0,4,2,0.0,No,Yes,FI-ES
SHP900000732,DLV800000732,2025-12-21,CAR02,CN,DDP,Road,7700,6495.7,16,12,5520.06,Yes,Yes,FI-CN
SHP900000733,DLV800000733,2025-01-04,CAR03,ES,DDP,Road,3500,5321.4,10,5,2308.47,Yes,Yes,FI-ES
SHP900000734,DLV800000734,2025-01-22,CAR01,IT,DAP,Road,2900,2350.4,4,4,2247.33,Yes,Yes,FI-IT
SHP900000735,DLV800000735,2025-09-23,CAR02,IT,DDP,Road,2900,928.4,3,5,1606.78,Yes,No,FI-IT
SHP900000736,DLV800000736,2025-08-13,CAR04,IT,EXW,Road,2900,4108.7,11,4,0.0,No,Yes,FI-IT
SHP900000737,DLV800000737,2026-03-29,CAR02,NO,FCA,Road,900,5705.8,11,5,0.0,No,No,FI-NO
SHP900000738,DLV800000738,2025-11-09,CAR08,NL,DAP,Sea,1850,5843.8,10,7,1195.76,Yes,Yes,FI-NL
SHP900000739,DLV800000739,2026-01-01,CAR01,US,DAP,Road,7200,2737.9,6,12,4118.5,Yes,No,FI-US
SHP900000740,DLV800000740,2025-02-13,CAR05,FR,CPT,Air,2400,2945.2,5,1,7703.97,Yes,Yes,FI-FR
SHP900000741,DLV800000741,2025-08-13,CAR01,IT,FCA,Road,2900,1150.3,2,4,0.0,No,Yes,FI-IT
SHP900000742,DLV800000742,2026-04-12,CAR05,PL,CPT,Air,1450,3734.6,6,1,5740.67,Yes,Yes,FI-PL
SHP900000743,DLV800000743,2025-10-31,CAR05,NO,EXW,Air,900,2175.5,4,1,0.0,No,Yes,FI-NO
SHP900000744,DLV800000744,2026-02-07,CAR04,NL,DDP,Road,1850,6499.3,13,3,2189.56,Yes,Yes,FI-NL
SHP900000745,DLV800000745,2025-10-10,CAR07,ES,EXW,Sea,3500,4610.4,8,11,0.0,No,Yes,FI-ES
SHP900000746,DLV800000746,2025-08-15,CAR05,NL,CPT,Air,1850,171.2,1,1,5533.17,Yes,Yes,FI-NL
SHP900000747,DLV800000747,2025-03-30,CAR03,PL,DDP,Road,1450,5809.7,16,3,1421.64,Yes,No,FI-PL
SHP900000748,DLV800000748,2026-01-01,CAR03,FR,DDP,Road,2400,2791.6,4,5,2017.8,Yes,No,FI-FR
SHP900000749,DLV800000749,2025-08-20,CAR04,FI,EXW,Road,250,82.9,1,1,0.0,No,Yes,FI-FI
SHP900000750,DLV800000750,2025-02-18,CAR02,PL,CIP,Road,1450,4241.2,11,2,1243.33,Yes,Yes,FI-PL
SHP900000751,DLV800000751,2025-12-12,CAR01,FI,EXW,Road,250,5034.1,11,1,0.0,No,Yes,FI-FI
SHP900000752,DLV800000752,2026-01-10,CAR02,FR,CPT,Road,2400,5688.9,14,9,1804.62,Yes,No,FI-FR
SHP900000753,DLV800000753,2025-08-27,CAR04,NL,FCA,Road,1850,2015.5,4,11,0.0,No,No,FI-NL
SHP900000754,DLV800000754,2026-03-30,CAR05,FR,DAP,Air,2400,1394.8,2,1,8458.16,Yes,Yes,FI-FR
SHP900000755,DLV800000755,2026-03-11,CAR08,SE,DDP,Sea,650,4547.3,7,5,580.88,Yes,Yes,FI-SE
SHP900000756,DLV800000756,2025-11-21,CAR03,FI,CPT,Road,250,447.3,1,2,272.04,Yes,No,FI-FI
SHP900000757,DLV800000757,2026-03-28,CAR07,SE,CPT,Sea,650,974.3,2,6,394.18,Yes,No,FI-SE
SHP900000758,DLV800000758,2025-03-13,CAR06,IT,CIP,Air,2900,6384.0,17,1,10608.0,Yes,Yes,FI-IT
SHP900000759,DLV800000759,2025-02-10,CAR05,NO,EXW,Air,900,4001.5,7,1,0.0,No,Yes,FI-NO
SHP900000760,DLV800000760,2025-03-14,CAR03,CN,DDP,Road,7700,5964.7,12,13,4680.53,Yes,No,FI-CN
SHP900000761,DLV800000761,2025-07-22,CAR05,FR,FCA,Air,2400,1002.0,3,1,0.0,No,Yes,FI-FR
SHP900000762,DLV800000762,2025-12-26,CAR01,DE,DAP,Road,1650,6104.4,13,4,1992.21,Yes,No,FI-DE
SHP900000763,DLV800000763,2025-11-17,CAR03,FR,DDP,Road,2400,2764.0,4,4,1745.22,Yes,Yes,FI-FR
SHP900000764,DLV800000764,2026-03-23,CAR07,FR,CPT,Sea,2400,2037.2,4,10,976.77,Yes,No,FI-FR
SHP900000765,DLV800000765,2025-11-18,CAR07,DE,CIP,Sea,1650,6503.8,10,10,1057.71,Yes,No,FI-DE
SHP900000766,DLV800000766,2025-05-06,CAR01,US,DDP,Road,7200,2257.4,6,12,4369.59,Yes,No,FI-US
SHP900000767,DLV800000767,2025-10-01,CAR05,DK,CPT,Air,1000,2617.6,7,1,3992.61,Yes,Yes,FI-DK
SHP900000768,DLV800000768,2026-04-13,CAR05,DK,DAP,Air,1000,3983.6,6,2,4638.83,Yes,No,FI-DK
SHP900000769,DLV800000769,2025-02-19,CAR05,SE,CPT,Air,650,2069.5,4,1,3737.63,Yes,Yes,FI-SE
SHP900000770,DLV800000770,2025-06-08,CAR04,NO,EXW,Road,900,5368.6,11,6,0.0,No,No,FI-NO
SHP900000771,DLV800000771,2025-08-11,CAR04,PL,CPT,Road,1450,218.7,1,3,818.37,Yes,No,FI-PL
SHP900000772,DLV800000772,2025-09-30,CAR05,CN,DAP,Air,7700,2977.3,6,4,22301.34,Yes,Yes,FI-CN
SHP900000773,DLV800000773,2026-02-16,CAR03,FI,DAP,Road,250,4491.6,10,1,932.75,Yes,Yes,FI-FI
SHP900000774,DLV800000774,2026-01-11,CAR03,PL,EXW,Road,1450,4362.8,7,2,0.0,No,Yes,FI-PL
SHP900000775,DLV800000775,2024-12-31,CAR04,SE,FCA,Road,650,5516.0,10,1,0.0,No,Yes,FI-SE
SHP900000776,DLV800000776,2025-02-17,CAR01,CN,DAP,Road,7700,1994.5,4,13,4007.9,Yes,No,FI-CN
SHP900000777,DLV800000777,2025-12-14,CAR07,PL,DAP,Sea,1450,1942.9,3,5,760.68,Yes,Yes,FI-PL
SHP900000778,DLV800000778,2025-02-19,CAR06,FR,CPT,Air,2400,2688.6,5,1,8094.21,Yes,Yes,FI-FR
SHP900000779,DLV800000779,2025-02-06,CAR05,FR,EXW,Air,2400,3924.5,7,1,0.0,No,Yes,FI-FR
SHP900000780,DLV800000780,2025-04-17,CAR02,FR,CPT,Road,2400,816.4,1,5,1560.28,Yes,No,FI-FR
SHP900000781,DLV800000781,2026-06-16,CAR08,PL,CPT,Sea,1450,6057.9,13,5,1274.83,Yes,Yes,FI-PL
SHP900000782,DLV800000782,2025-12-27,CAR06,DK,EXW,Air,1000,3831.7,9,1,0.0,No,Yes,FI-DK
SHP900000783,DLV800000783,2026-06-04,CAR04,DK,CPT,Road,1000,6340.8,11,3,1384.11,Yes,No,FI-DK
SHP900000784,DLV800000784,2025-09-28,CAR02,FI,CPT,Road,250,75.0,1,2,258.33,Yes,No,FI-FI
SHP900000785,DLV800000785,2026-01-25,CAR08,NO,EXW,Sea,900,5682.7,9,5,0.0,No,Yes,FI-NO
SHP900000786,DLV800000786,2026-06-12,CAR06,NO,EXW,Air,900,3285.8,8,8,0.0,No,No,FI-NO
SHP900000787,DLV800000787,2025-01-05,CAR08,FI,EXW,Sea,250,6652.4,11,5,0.0,No,Yes,FI-FI
SHP900000788,DLV800000788,2025-04-28,CAR08,FR,DDP,Sea,2400,3380.7,6,14,1183.47,Yes,No,FI-FR
SHP900000789,DLV800000789,2025-03-24,CAR01,FI,EXW,Road,250,2053.2,5,1,0.0,No,Yes,FI-FI
SHP900000790,DLV800000790,2026-05-07,CAR01,US,CPT,Road,7200,6325.9,9,13,5261.32,Yes,No,FI-US
SHP900000791,DLV800000791,2026-01-04,CAR08,ES,FCA,Sea,3500,313.6,1,12,0.0,No,No,FI-ES
SHP900000792,DLV800000792,2025-08-27,CAR07,US,DAP,Sea,7200,6555.1,10,24,3735.04,Yes,Yes,FI-US
SHP900000793,DLV800000793,2026-01-07,CAR07,US,DAP,Sea,7200,4068.8,7,24,2777.42,Yes,Yes,FI-US
SHP900000794,DLV800000794,2026-01-03,CAR01,ES,CPT,Road,3500,5526.5,10,5,2380.26,Yes,Yes,FI-ES
SHP900000795,DLV800000795,2025-04-08,CAR01,NL,DAP,Road,1850,2827.2,5,3,1626.24,Yes,Yes,FI-NL
SHP900000796,DLV800000796,2025-12-06,CAR05,US,DDP,Air,7200,5004.7,11,4,24496.8,Yes,Yes,FI-US
SHP900000797,DLV800000797,2026-02-13,CAR03,ES,FCA,Road,3500,3552.3,7,5,0.0,No,Yes,FI-ES
SHP900000798,DLV800000798,2025-09-01,CAR07,US,DDP,Sea,7200,996.8,2,24,2724.7,Yes,Yes,FI-US
SHP900000799,DLV800000799,2025-12-05,CAR03,NO,FCA,Road,900,304.6,1,1,0.0,No,Yes,FI-NO
SHP900000800,DLV800000800,2026-02-04,CAR03,CN,EXW,Road,7700,3929.6,8,13,0.0,No,No,FI-CN
SHP900000801,DLV800000801,2025-04-24,CAR03,DK,CPT,Road,1000,1411.1,3,6,977.41,Yes,No,FI-DK
SHP900000802,DLV800000802,2025-07-24,CAR04,US,CIP,Road,7200,3698.5,7,11,4217.01,Yes,Yes,FI-US
SHP900000803,DLV800000803,2025-01-01,CAR08,IT,CPT,Sea,2900,4902.2,11,10,1448.14,Yes,No,FI-IT
SHP900000804,DLV800000804,2025-02-16,CAR03,ES,CIP,Road,3500,2937.6,8,5,2684.28,Yes,Yes,FI-ES
SHP900000805,DLV800000805,2025-01-21,CAR03,PL,CPT,Road,1450,3020.8,8,2,1470.16,Yes,Yes,FI-PL
SHP900000806,DLV800000806,2025-09-16,CAR05,ES,DAP,Air,3500,283.3,1,2,9748.11,Yes,Yes,FI-ES
SHP900000807,DLV800000807,2026-03-16,CAR04,DK,EXW,Road,1000,3917.2,6,10,0.0,No,No,FI-DK
SHP900000808,DLV800000808,2026-03-04,CAR05,CN,FCA,Air,7700,753.8,1,5,0.0,No,No,FI-CN
SHP900000809,DLV800000809,2025-04-06,CAR08,PL,CIP,Sea,1450,2881.9,7,6,854.55,Yes,No,FI-PL
SHP900000810,DLV800000810,2026-02-09,CAR06,US,EXW,Air,7200,3042.8,6,5,0.0,No,No,FI-US
SHP900000811,DLV800000811,2025-07-15,CAR01,CN,DAP,Road,7700,1335.2,2,12,4789.66,Yes,Yes,FI-CN
SHP900000812,DLV800000812,2025-09-02,CAR01,CN,CIP,Road,7700,3377.5,8,12,4583.93,Yes,Yes,FI-CN
SHP900000813,DLV800000813,2025-01-21,CAR08,ES,CPT,Sea,3500,6431.6,9,17,1742.7,Yes,No,FI-ES
SHP900000814,DLV800000814,2026-01-29,CAR02,FR,DAP,Road,2400,6075.8,13,4,1914.19,Yes,Yes,FI-FR
SHP900000815,DLV800000815,2025-04-24,CAR08,IT,EXW,Sea,2900,60.4,1,9,0.0,No,Yes,FI-IT
SHP900000816,DLV800000816,2025-06-30,CAR05,DE,CIP,Air,1650,1653.4,5,9,4961.91,Yes,No,FI-DE
SHP900000817,DLV800000817,2025-05-31,CAR01,DK,EXW,Road,1000,281.8,1,2,0.0,No,Yes,FI-DK
SHP900000818,DLV800000818,2025-12-17,CAR01,ES,CPT,Road,3500,1499.4,4,8,2327.89,Yes,No,FI-ES
SHP900000819,DLV800000819,2025-01-10,CAR03,PL,DAP,Road,1450,6335.7,11,2,1674.79,Yes,Yes,FI-PL
SHP900000820,DLV800000820,2026-04-23,CAR08,DE,CPT,Sea,1650,5653.1,9,13,1060.89,Yes,No,FI-DE
SHP900000821,DLV800000821,2026-05-20,CAR06,US,DDP,Air,7200,2552.4,6,5,23269.68,Yes,No,FI-US
SHP900000822,DLV800000822,2025-03-06,CAR05,DK,FCA,Air,1000,2496.9,4,2,0.0,No,No,FI-DK
SHP900000823,DLV800000823,2025-10-26,CAR05,DK,CPT,Air,1000,3842.8,8,1,4611.68,Yes,Yes,FI-DK
SHP900000824,DLV800000824,2026-02-03,CAR08,PL,FCA,Sea,1450,3325.2,6,5,0.0,No,Yes,FI-PL
SHP900000825,DLV800000825,2026-02-18,CAR05,FI,FCA,Air,250,6977.8,12,1,0.0,No,Yes,FI-FI
SHP900000826,DLV800000826,2025-11-06,CAR01,IT,CPT,Road,2900,2824.2,7,4,2337.25,Yes,Yes,FI-IT
SHP900000827,DLV800000827,2025-06-21,CAR08,FI,EXW,Sea,250,3445.5,9,5,0.0,No,Yes,FI-FI
SHP900000828,DLV800000828,2025-12-19,CAR06,ES,CPT,Air,3500,6949.9,18,2,11186.48,Yes,Yes,FI-ES
SHP900000829,DLV800000829,2025-12-17,CAR01,NO,FCA,Road,900,1000.7,2,1,0.0,No,Yes,FI-NO
SHP900000830,DLV800000830,2026-05-14,CAR04,DE,DAP,Road,1650,6342.4,16,3,1669.92,Yes,Yes,FI-DE
SHP900000831,DLV800000831,2025-06-16,CAR01,NL,CPT,Road,1850,2680.7,6,4,1581.38,Yes,No,FI-NL
SHP900000832,DLV800000832,2026-05-21,CAR01,SE,CPT,Road,650,4434.5,9,1,872.67,Yes,Yes,FI-SE
SHP900000833,DLV800000833,2025-11-27,CAR02,ES,CIP,Road,3500,1562.8,3,5,1922.07,Yes,Yes,FI-ES
SHP900000834,DLV800000834,2025-04-17,CAR03,PL,CPT,Road,1450,5925.6,10,2,1857.65,Yes,Yes,FI-PL
SHP900000835,DLV800000835,2025-06-16,CAR07,NL,DAP,Sea,1850,1825.0,5,7,1050.57,Yes,Yes,FI-NL
SHP900000836,DLV800000836,2025-01-10,CAR08,US,CIP,Sea,7200,5830.8,13,24,3499.92,Yes,Yes,FI-US
SHP900000837,DLV800000837,2026-03-19,CAR06,DK,DAP,Air,1000,5755.9,11,6,7171.41,Yes,No,FI-DK
SHP900000838,DLV800000838,2025-04-11,CAR07,NO,FCA,Sea,900,6440.7,12,9,0.0,No,No,FI-NO
SHP900000839,DLV800000839,2025-03-31,CAR05,FI,CPT,Air,250,2823.1,6,1,3087.47,Yes,Yes,FI-FI
SHP900000840,DLV800000840,2025-08-31,CAR03,NO,CIP,Road,900,2668.8,6,1,994.52,Yes,Yes,FI-NO
SHP900000841,DLV800000841,2025-01-22,CAR06,SE,FCA,Air,650,4538.9,10,1,0.0,No,Yes,FI-SE
SHP900000842,DLV800000842,2025-03-27,CAR06,ES,FCA,Air,3500,857.4,1,2,0.0,No,Yes,FI-ES
SHP900000843,DLV800000843,2025-04-24,CAR01,NL,CPT,Road,1850,1519.0,4,4,1173.34,Yes,No,FI-NL
SHP900000844,DLV800000844,2025-03-26,CAR03,PL,CIP,Road,1450,712.7,1,3,991.97,Yes,No,FI-PL
SHP900000845,DLV800000845,2026-04-13,CAR06,SE,FCA,Air,650,4786.6,9,1,0.0,No,Yes,FI-SE
SHP900000846,DLV800000846,2025-03-21,CAR05,FR,CPT,Air,2400,5667.8,14,1,8546.73,Yes,Yes,FI-FR
SHP900000847,DLV800000847,2026-06-16,CAR07,US,DAP,Sea,7200,2443.2,7,24,3007.6,Yes,Yes,FI-US
SHP900000848,DLV800000848,2026-02-10,CAR07,IT,CPT,Sea,2900,4803.4,9,9,1447.41,Yes,Yes,FI-IT
SHP900000849,DLV800000849,2025-05-28,CAR02,US,DAP,Road,7200,4665.3,9,11,4060.25,Yes,Yes,FI-US
SHP900000850,DLV800000850,2025-10-11,CAR02,NL,FCA,Road,1850,3761.9,7,3,0.0,No,Yes,FI-NL
SHP900000851,DLV800000851,2025-07-20,CAR04,NL,FCA,Road,1850,2895.2,6,4,0.0,No,No,FI-NL
